Year;Month;Country;Branch_ID;Sales;Customers;Marketing_Spend
2024;Jan;USA;KFC_US_03;240685;5566;12479
2023;Nov;India;KFC_IN_02;153592;4385;22042
2021;Oct;UK;KFC_UK_01;179691;4935;26706
2021;Nov;India;KFC_IN_03;144422;4299;19751
2020;May;India;KFC_IN_02;100249;2005;12029
2019;Oct;UK;KFC_UK_01;170736;5898;5592
2022;Apr;UK;KFC_UK_01;226333;4897;25556
2022;Mar;Canada;KFC_CA_01;220388;4265;28463
2023;Feb;India;KFC_IN_02;264607;5988;13111
2018;Sep;USA;KFC_US_02;104760;2709;28908
2021;Oct;USA;KFC_US_03;117610;3177;28654
2018;Apr;Canada;KFC_CA_02;152523;3321;6399
2019;Dec;UK;KFC_UK_01;154322;5301;5894
2021;Jan;Australia;KFC_AU_01;146990;3103;19767
2019;Jan;India;KFC_IN_01;183743;3878;20867
2024;Dec;UK;KFC_UK_02;56356;1994;6506
2021;May;USA;KFC_US_03;116041;2159;29681
2023;Apr;India;KFC_IN_04;255599;5992;21911
2021;May;Australia;KFC_AU_02;90821;2631;14522
2020;Nov;UK;KFC_UK_01;149891;3496;17043
2024;Feb;UK;KFC_UK_02;81177;2322;6873
2018;Aug;Australia;KFC_AU_01;82611;1802;17739
2023;Feb;UK;KFC_UK_01;155528;3970;24518
2022;Oct;USA;KFC_US_03;107313;3806;12163
2020;Mar;Australia;KFC_AU_02;113015;3312;10343
2021;Sep;USA;KFC_US_03;161184;5754;5826
2024;Aug;UK;KFC_UK_01;148160;4382;16700
2022;Sep;Canada;KFC_CA_01;152396;5471;10150
2019;Jul;Australia;KFC_AU_02;184050;5081;21458
2018;Nov;Canada;KFC_CA_02;84570;1642;20532
2018;Nov;USA;KFC_US_03;163022;3969;28076
2024;Mar;India;KFC_IN_03;93092;1856;24420
2021;Jan;USA;KFC_US_01;228888;5144;12840
2023;Oct;USA;KFC_US_02;55530;1907;5948
2020;Jul;USA;KFC_US_03;201326;5541;7391
2021;Sep;India;KFC_IN_02;72379;1889;8153
2019;Mar;Australia;KFC_AU_02;144238;4058;26556
2023;Jun;India;KFC_IN_04;90549;2771;7419
2024;Oct;India;KFC_IN_01;106538;1788;27866
2018;Aug;Australia;KFC_AU_02;93283;1871;10959
2020;Dec;USA;KFC_US_02;117476;2952;8252
2021;Aug;Canada;KFC_CA_02;110049;2128;24929
2019;Mar;USA;KFC_US_01;124352;3302;18688
2018;Dec;UK;KFC_UK_01;118710;3032;18654
2022;Nov;Australia;KFC_AU_01;151961;4706;29605
2018;Oct;Australia;KFC_AU_01;72597;1659;24486
2019;Jul;Australia;KFC_AU_01;189402;4187;17735
2024;Nov;Australia;KFC_AU_02;149486;3643;18338
2018;Apr;Australia;KFC_AU_01;126159;3933;23901
2018;Apr;India;KFC_IN_02;147751;5295;15376
2018;Sep;USA;KFC_US_02;93489;2541;19800
2018;Apr;UK;KFC_UK_02;105828;3417;20403
2019;Jul;Australia;KFC_AU_01;103399;2192;24487
2021;Dec;Canada;KFC_CA_01;66389;1729;21435
2024;Jan;India;KFC_IN_04;192198;4174;21064
2021;Mar;India;KFC_IN_03;169592;5143;10159
2018;Oct;India;KFC_IN_03;142470;3748;11290
2022;Nov;UK;KFC_UK_02;180206;4283;8886
2018;Oct;UK;KFC_UK_02;96272;2772;24200
2022;Apr;USA;KFC_US_02;90745;2508;25537
2021;Jun;Canada;KFC_CA_01;217001;5931;27209
2023;Aug;USA;KFC_US_03;75082;2270;6982
2021;Sep;India;KFC_IN_01;86528;2684;16744
2022;Aug;USA;KFC_US_02;123857;3509;22096
2019;Jun;India;KFC_IN_04;143104;3315;10504
2018;Mar;Australia;KFC_AU_02;157913;3664;22345
2024;Feb;Canada;KFC_CA_02;113450;3339;6602
2020;Nov;Canada;KFC_CA_02;234705;5115;24990
2019;Jun;UK;KFC_UK_01;267261;5854;21393
2024;Jun;Canada;KFC_CA_01;100449;2337;6969
2019;May;UK;KFC_UK_02;127328;2573;16689
2020;Feb;UK;KFC_UK_02;202341;4573;19421
2022;Sep;UK;KFC_UK_02;160279;3605;26894
2022;Feb;UK;KFC_UK_01;128812;2979;6673
2020;Jun;UK;KFC_UK_02;77036;2849;5811
2018;Nov;Canada;KFC_CA_02;99972;2540;13612
2020;Oct;USA;KFC_US_01;198349;4615;9134
2022;Jan;UK;KFC_UK_02;95234;2242;16764
2019;Feb;Australia;KFC_AU_01;198589;4530;12859
2018;Feb;Australia;KFC_AU_02;214689;5169;28605
2018;Aug;Canada;KFC_CA_01;139298;3083;19061
2018;Feb;Canada;KFC_CA_02;111156;2690;6246
2019;May;USA;KFC_US_03;198907;4415;22307
2018;Jul;India;KFC_IN_03;62295;1657;5957
2019;Oct;India;KFC_IN_01;187765;4033;6280
2023;Jun;Australia;KFC_AU_02;129692;3783;27551
2023;Sep;Canada;KFC_CA_02;105416;2101;27679
2019;Mar;India;KFC_IN_02;133672;3047;5698
2024;Jan;Canada;KFC_CA_02;131247;3143;24385
2023;Aug;UK;KFC_UK_02;133832;2692;23460
2019;Oct;USA;KFC_US_01;87440;1561;26561
2022;Sep;Australia;KFC_AU_02;148770;4710;12180
2020;Dec;USA;KFC_US_03;130526;2782;5336
2020;Dec;Australia;KFC_AU_01;189886;5194;23678
2021;Jun;UK;KFC_UK_02;242878;5763;23884
2020;Feb;USA;KFC_US_03;130659;3480;26259
2022;Feb;Canada;KFC_CA_01;101769;2090;26529
2018;May;India;KFC_IN_02;81465;2263;18101
2022;Mar;Australia;KFC_AU_01;181588;4326;12874
2019;Oct;UK;KFC_UK_01;220453;5486;17471
2024;Jan;USA;KFC_US_01;66096;1584;9072
2019;May;UK;KFC_UK_01;88394;1526;19724
2023;Jul;India;KFC_IN_03;111594;2194;15058
2019;Sep;Australia;KFC_AU_01;185195;5981;29689
2022;Sep;UK;KFC_UK_02;164723;5436;7079
2021;Nov;Australia;KFC_AU_02;113911;2404;12943
2024;Dec;Australia;KFC_AU_02;155919;3515;11804
2021;Sep;Australia;KFC_AU_01;163820;4446;21548
2020;Jul;UK;KFC_UK_02;162359;4500;18359
2024;Dec;Canada;KFC_CA_01;75985;1633;22096
2018;Jul;UK;KFC_UK_01;207257;5464;16017
2019;Mar;India;KFC_IN_02;155064;5413;8913
2020;Oct;UK;KFC_UK_02;156060;4970;16900
2020;Mar;Australia;KFC_AU_02;198341;3857;24776
2023;Apr;USA;KFC_US_01;190649;4500;19649
2024;Feb;Australia;KFC_AU_01;116214;2562;18858
2023;Sep;USA;KFC_US_02;135557;2686;22745
2024;Jun;USA;KFC_US_02;133510;3003;7384
2019;Jun;USA;KFC_US_01;195362;4553;13242
2019;Apr;UK;KFC_UK_01;122590;2324;29630
2023;Jul;UK;KFC_UK_01;159959;3786;27449
2022;Mar;USA;KFC_US_03;194536;4499;10077
2021;Feb;USA;KFC_US_01;149299;4966;25149
2020;Feb;Canada;KFC_CA_01;169302;4325;22252
2020;Jun;USA;KFC_US_02;152298;3451;17709
2022;Jul;UK;KFC_UK_01;136744;5064;5080
2022;Apr;India;KFC_IN_02;94941;1907;11033
2021;Jun;India;KFC_IN_01;182350;3475;29450
2018;Oct;UK;KFC_UK_01;158390;5101;10461
2021;Dec;UK;KFC_UK_01;210575;5465;19300
2019;Jun;UK;KFC_UK_02;223512;4415;24837
2024;Feb;Canada;KFC_CA_02;124782;3193;25799
2020;Sep;Australia;KFC_AU_02;129345;3408;13473
2022;Aug;UK;KFC_UK_01;145921;3141;20281
2021;Nov;Canada;KFC_CA_01;225162;5937;5493
2019;Sep;Canada;KFC_CA_02;243492;5745;13692
2024;Apr;USA;KFC_US_02;169828;4941;26539
2020;Nov;Canada;KFC_CA_01;206151;4605;17346
2021;Aug;USA;KFC_US_03;110510;3876;13610
2022;Jan;UK;KFC_UK_01;103302;3252;18750
2018;Sep;Canada;KFC_CA_02;183557;5485;19007
2024;Sep;India;KFC_IN_01;164137;4802;29681
2022;Mar;USA;KFC_US_02;212866;5696;19202
2023;Aug;USA;KFC_US_02;233642;5964;18938
2018;Apr;UK;KFC_UK_01;162221;5698;14073
2018;Mar;Canada;KFC_CA_01;199701;5633;25078
2021;Jun;Australia;KFC_AU_01;203755;5337;16960
2023;Apr;India;KFC_IN_01;141139;3040;13459
2019;Jul;Canada;KFC_CA_01;189563;5760;28283
2023;Jun;Australia;KFC_AU_01;180080;3853;29813
2022;Aug;UK;KFC_UK_01;201042;4814;27738
2021;May;Australia;KFC_AU_02;149183;3513;19202
2020;Feb;Australia;KFC_AU_01;154603;3100;21303
2021;Mar;Canada;KFC_CA_02;87692;2510;17412
2021;Nov;India;KFC_IN_02;60604;1528;19348
2020;Jul;UK;KFC_UK_01;85499;1802;20627
2018;Jul;Australia;KFC_AU_01;112019;2083;26616
2021;Sep;UK;KFC_UK_02;76070;1950;21470
2019;May;India;KFC_IN_04;99445;1824;17365
2021;Feb;UK;KFC_UK_01;173771;3711;6776
2019;Apr;USA;KFC_US_01;93218;1793;21498
2019;Nov;Canada;KFC_CA_01;94601;2131;20016
2023;Dec;Australia;KFC_AU_02;186128;4854;25946
2020;Mar;UK;KFC_UK_02;146990;2969;16354
2023;Apr;UK;KFC_UK_01;165827;3094;29691
2023;Sep;Canada;KFC_CA_02;130849;3675;13249
2020;Apr;Australia;KFC_AU_01;64875;1624;9659
2024;Apr;USA;KFC_US_03;223905;5297;6728
2021;Jul;Canada;KFC_CA_02;115038;2979;13752
2020;Jan;Australia;KFC_AU_02;195424;3839;22669
2021;Jan;Australia;KFC_AU_02;132435;3517;9340
2020;Jan;Australia;KFC_AU_01;66867;1808;19859
2023;Dec;Australia;KFC_AU_02;125463;3038;22171
2023;Feb;India;KFC_IN_03;95141;3321;12116
2022;Apr;Canada;KFC_CA_01;136080;2703;27960
2021;Dec;Canada;KFC_CA_01;86987;2644;18243
2024;Jul;UK;KFC_UK_01;151573;3667;8560
2021;Jun;USA;KFC_US_02;106429;2132;21149
2022;Oct;Canada;KFC_CA_01;115149;2417;25720
2018;Nov;India;KFC_IN_01;251267;5314;12137
2022;Jan;UK;KFC_UK_01;157174;4882;25360
2022;Jan;Canada;KFC_CA_02;221743;5482;18909
2024;Dec;Australia;KFC_AU_01;169341;4723;27651
2020;Dec;UK;KFC_UK_02;250415;5820;11795
2022;May;Australia;KFC_AU_02;107364;2734;17142
2020;Nov;Australia;KFC_AU_01;102493;2544;21085
2018;Mar;USA;KFC_US_02;151396;3828;28900
2019;Feb;UK;KFC_UK_02;175272;4155;13227
2020;Dec;Australia;KFC_AU_01;180379;3952;26251
2020;Feb;Canada;KFC_CA_01;189709;3635;29769
2022;Feb;Canada;KFC_CA_01;123110;3971;11922
2018;Jun;USA;KFC_US_03;221887;5937;14092
2024;Dec;Canada;KFC_CA_01;127744;4296;20344
2021;Nov;UK;KFC_UK_01;93173;2521;9980
2020;May;Australia;KFC_AU_01;90308;1975;29083
2023;May;USA;KFC_US_01;215583;4973;21636
2023;Aug;Australia;KFC_AU_02;228271;5954;13927
2019;Sep;UK;KFC_UK_01;127215;4403;12737
2022;Sep;India;KFC_IN_02;189557;5697;12950
2018;Jul;Australia;KFC_AU_01;74944;2447;13769
2018;Apr;Australia;KFC_AU_02;194099;4567;6852
2023;May;India;KFC_IN_01;191943;5835;5223
2021;May;Australia;KFC_AU_02;79830;2214;20052
2019;Dec;UK;KFC_UK_02;162597;3626;13931
2021;Apr;Canada;KFC_CA_02;150862;3907;14117
2024;Jan;Australia;KFC_AU_02;129732;3301;14197
2024;Oct;India;KFC_IN_04;102145;2742;14401
2020;Nov;UK;KFC_UK_01;183463;5729;11593
2023;Aug;UK;KFC_UK_01;146712;4745;13852
2020;Nov;Australia;KFC_AU_01;58972;2018;8522
2024;May;Australia;KFC_AU_02;215088;4631;15955
2019;Dec;Australia;KFC_AU_01;130905;4620;10785
2020;Jun;USA;KFC_US_01;108850;2427;26332
2021;Nov;Australia;KFC_AU_02;218952;5394;24768
2020;Apr;UK;KFC_UK_02;132267;2754;22107
2024;Jul;Canada;KFC_CA_02;88586;2350;18086
2024;Dec;Australia;KFC_AU_01;123324;2472;21972
2021;Jun;UK;KFC_UK_01;220403;5560;20243
2019;Jan;Australia;KFC_AU_02;133638;4398;19290
2021;Dec;India;KFC_IN_04;112839;2147;20518
2021;Dec;Canada;KFC_CA_02;58204;1529;10805
2024;Jan;Australia;KFC_AU_01;121165;2541;14443
2020;Oct;USA;KFC_US_02;61717;1829;15992
2020;Mar;India;KFC_IN_03;79944;2210;22484
2020;Nov;UK;KFC_UK_02;135334;2827;19427
2018;Aug;India;KFC_IN_04;112940;2235;16835
2024;Aug;Canada;KFC_CA_01;89653;1884;6757
2019;Mar;UK;KFC_UK_01;248554;5597;24674
2021;Apr;India;KFC_IN_04;112981;2544;16309
2021;Jan;Australia;KFC_AU_01;146510;3733;19588
2018;Sep;India;KFC_IN_04;167080;3187;26852
2019;Dec;USA;KFC_US_02;229432;5063;16786
2019;Jun;Canada;KFC_CA_02;120150;3363;9171
2022;Jun;Australia;KFC_AU_01;165105;4303;10197
2019;Aug;Australia;KFC_AU_01;97827;2598;22485
2022;Nov;Australia;KFC_AU_01;118659;4291;11384
2019;Dec;UK;KFC_UK_02;116987;2786;19477
2020;Aug;India;KFC_IN_04;198034;5384;14978
2019;Jul;Australia;KFC_AU_01;189880;4515;18310
2019;Jan;UK;KFC_UK_01;255849;5925;18849
2019;Feb;USA;KFC_US_01;125463;3195;26418
2018;Aug;Australia;KFC_AU_02;63022;1547;21253
2018;Oct;USA;KFC_US_03;239085;5198;25967
2018;Oct;UK;KFC_UK_02;73933;1674;23713
2024;Jul;UK;KFC_UK_01;215047;4898;9331
2018;Feb;USA;KFC_US_02;186859;4317;27130
2022;Feb;USA;KFC_US_02;122412;3015;22917
2023;Nov;India;KFC_IN_03;140141;3407;14082
2024;Dec;UK;KFC_UK_02;156465;4433;5743
2021;Jun;Canada;KFC_CA_01;147561;3910;22441
2021;Apr;Australia;KFC_AU_01;193549;4584;5605
2018;Feb;Australia;KFC_AU_02;177545;4482;25157
2018;May;India;KFC_IN_03;65394;1556;10934
2023;Nov;India;KFC_IN_01;129792;4563;6591
2024;Sep;Australia;KFC_AU_01;223452;4626;29160
2024;Jan;Canada;KFC_CA_02;178440;4060;24160
2024;May;UK;KFC_UK_01;119305;3519;20773
2024;Jun;UK;KFC_UK_01;61789;2024;5117
2024;Jul;Australia;KFC_AU_02;196993;5649;21874
2019;Jan;Canada;KFC_CA_02;98650;2522;7858
2019;Nov;Australia;KFC_AU_02;130515;2775;8415
2023;Feb;India;KFC_IN_02;156511;5214;10519
2020;Oct;India;KFC_IN_01;192244;4270;25714
2023;Oct;UK;KFC_UK_01;135591;3131;7220
2019;Jan;UK;KFC_UK_01;134477;3450;24077
2023;Dec;Australia;KFC_AU_02;149522;4852;18518
2018;Apr;UK;KFC_UK_02;116745;3133;25888
2021;May;India;KFC_IN_03;158154;3967;19309
2018;Nov;UK;KFC_UK_02;220897;5833;10909
2020;Dec;UK;KFC_UK_02;183555;3605;21330
2018;Nov;India;KFC_IN_01;140643;4472;6483
2021;Nov;USA;KFC_US_02;60307;1605;5737
2024;Sep;UK;KFC_UK_01;142403;3398;9881
2024;Nov;Australia;KFC_AU_01;131290;3602;16026
2023;Sep;UK;KFC_UK_01;141691;4313;20927
2021;May;USA;KFC_US_02;107265;2342;13585
2020;Nov;USA;KFC_US_02;153852;5420;7512
2018;Aug;Australia;KFC_AU_02;155484;3939;5802
2021;Jun;Australia;KFC_AU_01;210220;5188;13076
2021;Apr;UK;KFC_UK_01;102103;2394;11131
2018;Sep;Canada;KFC_CA_01;114378;3585;13998
2022;Jul;USA;KFC_US_01;176902;4143;23611
2024;Sep;Australia;KFC_AU_01;131497;3947;13087
2023;Apr;Canada;KFC_CA_02;159705;4688;14377
2024;May;India;KFC_IN_04;221903;5053;29889
2018;Jul;India;KFC_IN_03;163370;4615;24920
2023;Jan;Australia;KFC_AU_01;164123;5432;6595
2020;May;USA;KFC_US_01;212281;5062;9801
2019;Apr;Australia;KFC_AU_02;105006;3138;17142
2021;Jul;India;KFC_IN_03;163766;4291;26454
2022;Apr;Canada;KFC_CA_02;221600;4779;20882
2018;Sep;Canada;KFC_CA_02;268680;5938;25222
2022;Mar;Canada;KFC_CA_01;172255;5722;12039
2023;Aug;UK;KFC_UK_01;233054;5229;13436
2024;Apr;USA;KFC_US_01;127600;2810;6770
2021;May;India;KFC_IN_02;92078;2522;11374
2021;May;Australia;KFC_AU_01;138546;3852;26838
2019;Mar;Australia;KFC_AU_01;120618;2164;25402
2018;Jul;Canada;KFC_CA_02;213847;4766;8909
2021;Aug;UK;KFC_UK_01;231984;5454;13824
2021;Aug;India;KFC_IN_01;188323;5962;21387
2021;Oct;USA;KFC_US_02;210772;4419;11917
2020;Apr;Canada;KFC_CA_02;202179;5272;28203
2024;Sep;India;KFC_IN_03;83101;1565;18936
2018;Jan;UK;KFC_UK_02;220933;5624;29717
2023;Jan;UK;KFC_UK_01;188053;3611;25558
2023;Aug;India;KFC_IN_03;219424;4904;8552
2018;Jul;Canada;KFC_CA_02;99657;2618;18499
2023;Mar;Australia;KFC_AU_01;171593;5680;18233
2024;Sep;Canada;KFC_CA_02;204329;4596;20489
2021;Aug;Australia;KFC_AU_01;98809;2979;18376
2022;Jun;Australia;KFC_AU_02;84963;1713;11304
2024;Oct;Canada;KFC_CA_02;69279;1917;11769
2020;Apr;India;KFC_IN_03;113124;2234;21530
2021;Apr;USA;KFC_US_03;174034;4400;11234
2024;Jun;USA;KFC_US_02;242934;5870;19874
2019;May;Canada;KFC_CA_01;132767;3636;23687
2018;Aug;USA;KFC_US_03;185720;4960;27000
2023;Feb;USA;KFC_US_01;81518;2487;19343
2024;Jun;USA;KFC_US_02;147171;3497;21279
2019;Jan;India;KFC_IN_04;217058;5391;17591
2019;Jul;Canada;KFC_CA_01;101066;2509;28305
2021;Mar;Canada;KFC_CA_01;77949;1966;20935
2019;Jul;USA;KFC_US_01;186683;5400;13883
2019;Sep;UK;KFC_UK_01;85213;2346;10141
2018;Dec;USA;KFC_US_02;89522;2180;13222
2021;Sep;Canada;KFC_CA_02;114667;3796;19767
2020;Nov;UK;KFC_UK_01;92161;1834;15133
2021;Oct;Australia;KFC_AU_02;87187;1631;28471
2019;May;Australia;KFC_AU_02;167360;5067;10283
2019;Jul;India;KFC_IN_03;193121;5299;18254
2019;Jun;USA;KFC_US_01;132467;3432;15779
2018;Mar;UK;KFC_UK_01;134697;4008;18465
2023;May;USA;KFC_US_03;177577;5209;21307
2020;Jul;Canada;KFC_CA_02;74187;1597;19889
2018;May;India;KFC_IN_02;173639;3601;25998
2021;Aug;UK;KFC_UK_02;65305;1586;9795
2024;Feb;India;KFC_IN_03;166082;4882;14740
2023;Jul;India;KFC_IN_03;128410;4418;13542
2020;Apr;USA;KFC_US_02;76508;1798;6386
2018;Jul;Australia;KFC_AU_02;201112;5875;7237
2024;Sep;Canada;KFC_CA_02;130277;3673;23760
2020;Nov;Canada;KFC_CA_02;250671;5105;20946
2023;Jan;Australia;KFC_AU_02;250144;5416;6424
2022;Apr;Australia;KFC_AU_02;208545;4863;14025
2019;Jul;UK;KFC_UK_02;197898;5241;24945
2023;Oct;Australia;KFC_AU_02;160790;3337;27310
2024;Jun;Australia;KFC_AU_01;86408;1511;18413
2020;Oct;Canada;KFC_CA_02;232267;5072;29387
2020;Apr;India;KFC_IN_01;78815;2184;13295
2020;Aug;UK;KFC_UK_01;90320;1889;18538
2020;Jul;India;KFC_IN_03;183301;4067;28755
2022;Apr;Canada;KFC_CA_02;92872;3120;8632
2023;Feb;USA;KFC_US_01;135807;2909;22356
2019;Aug;Canada;KFC_CA_02;173206;4200;13606
2021;Aug;UK;KFC_UK_02;165188;4755;22538
2018;Jan;USA;KFC_US_02;144685;3614;18195
2018;Apr;Australia;KFC_AU_01;176618;3693;10433
2023;Jun;USA;KFC_US_01;91697;1845;14207
2022;Feb;USA;KFC_US_02;117020;4068;15320
2024;May;Canada;KFC_CA_01;122791;3632;6567
2023;Oct;Australia;KFC_AU_02;202015;4055;23595
2022;Nov;USA;KFC_US_02;133947;2988;20403
2021;Sep;UK;KFC_UK_02;174919;5770;7589
2019;Jan;Australia;KFC_AU_02;151735;3213;7150
2018;Apr;Canada;KFC_CA_02;135471;4742;16921
2018;May;Canada;KFC_CA_02;161533;4540;20793
2024;Nov;UK;KFC_UK_02;217240;4856;18144
2023;Jun;UK;KFC_UK_02;180380;4213;28712
2023;Sep;Australia;KFC_AU_02;203584;5286;23860
2022;May;India;KFC_IN_01;136615;2609;24428
2020;Mar;India;KFC_IN_03;164385;4737;17538
2023;Jul;UK;KFC_UK_01;236464;5883;7027
2023;Nov;USA;KFC_US_02;228441;4676;27373
2018;May;Australia;KFC_AU_02;75655;1864;6687
2020;Feb;USA;KFC_US_01;166800;5750;23050
2018;Aug;India;KFC_IN_04;68156;1648;10476
2021;Jul;Canada;KFC_CA_02;191550;3622;28560
2022;Feb;India;KFC_IN_03;179836;4603;27937
2023;Aug;USA;KFC_US_01;92670;2898;5730
2023;Oct;UK;KFC_UK_02;100034;2068;15246
2020;Apr;UK;KFC_UK_01;181894;3973;15028
2021;Sep;USA;KFC_US_03;135792;2788;15908
2022;Aug;USA;KFC_US_01;140883;2998;17965
2023;Aug;UK;KFC_UK_01;68609;1602;20549
2020;Feb;India;KFC_IN_02;168838;4000;20838
2018;Jul;Canada;KFC_CA_02;162547;3451;27958
2018;Mar;Australia;KFC_AU_02;142865;4972;13593
2022;Oct;India;KFC_IN_04;120502;3666;21520
2019;Jan;USA;KFC_US_02;157165;5828;11465
2021;Oct;UK;KFC_UK_01;63024;1554;22620
2020;Jan;UK;KFC_UK_02;148783;4803;14299
2019;Nov;India;KFC_IN_04;133999;2451;23704
2023;Mar;UK;KFC_UK_02;143197;3538;29981
2021;Apr;India;KFC_IN_02;122591;4188;5327
2020;Jan;Australia;KFC_AU_01;118626;2792;23698
2018;Dec;India;KFC_IN_03;64747;1804;8823
2020;Aug;Australia;KFC_AU_01;215958;4387;22930
2019;Oct;Canada;KFC_CA_01;153926;3472;21990
2020;May;India;KFC_IN_01;133787;2835;28892
2022;Nov;India;KFC_IN_02;116357;2785;7742
2024;Jul;Canada;KFC_CA_02;175286;5193;19496
2018;Mar;UK;KFC_UK_02;102781;3040;23741
2022;Aug;USA;KFC_US_03;164946;4504;7306
2019;Dec;Australia;KFC_AU_01;173424;4164;11028
2023;May;UK;KFC_UK_01;170970;5559;20877
2021;Jul;USA;KFC_US_03;122415;2975;12340
2023;Jun;Australia;KFC_AU_02;74937;2160;12297
2022;Nov;UK;KFC_UK_01;107820;1932;20880
2022;Mar;USA;KFC_US_01;102580;2515;19585
2019;Nov;India;KFC_IN_04;70799;1726;27649
2019;Feb;USA;KFC_US_02;103473;2730;13383
2019;Jan;Canada;KFC_CA_02;93662;2542;25028
2019;Jul;Canada;KFC_CA_01;106314;3199;26339
2023;Dec;India;KFC_IN_01;98656;2000;8656
2022;Apr;USA;KFC_US_02;260942;5788;29422
2020;Sep;Canada;KFC_CA_02;208333;5227;20161
2024;Sep;Canada;KFC_CA_02;83169;1508;21341
2023;Feb;USA;KFC_US_02;153200;4268;25160
2021;Dec;UK;KFC_UK_02;205557;5614;14681
2022;Jun;USA;KFC_US_01;143898;3470;12038
2021;Jan;USA;KFC_US_02;138866;3107;23907
2018;Dec;India;KFC_IN_02;177191;4018;12453
2020;Mar;Australia;KFC_AU_01;78555;2355;14970
2018;Jul;India;KFC_IN_04;162558;4069;7936
2018;Feb;Canada;KFC_CA_01;215507;4548;24491
2021;Jul;USA;KFC_US_02;121393;3022;18645
2018;Sep;Australia;KFC_AU_01;171997;4013;19503
2021;Mar;UK;KFC_UK_02;221347;5095;27737
2023;Aug;India;KFC_IN_01;222048;5114;22602
2018;Oct;USA;KFC_US_02;196899;5624;11307
2019;Aug;USA;KFC_US_01;115506;2375;13381
2018;Apr;UK;KFC_UK_02;216162;4550;29612
2021;May;UK;KFC_UK_01;129816;3975;22491
2018;Jun;UK;KFC_UK_01;239842;5405;23642
2023;Jan;UK;KFC_UK_01;208557;4507;14756
2023;Jun;UK;KFC_UK_01;82517;1578;11507
2023;Apr;Australia;KFC_AU_02;205750;5463;20008
2022;Oct;UK;KFC_UK_02;213497;4976;9481
2019;Apr;India;KFC_IN_02;165550;4240;17150
2023;Mar;India;KFC_IN_02;97765;1674;25783
2024;Jan;India;KFC_IN_03;82015;2373;10825
2022;Jun;Canada;KFC_CA_02;67720;1923;19645
2020;Jun;USA;KFC_US_02;240276;5735;16611
2023;Sep;USA;KFC_US_01;100919;3468;10751
2021;Jul;UK;KFC_UK_01;174391;4440;27871
2024;Jul;USA;KFC_US_01;218769;5202;5487
2024;Nov;Canada;KFC_CA_02;155886;5149;27161
2024;Sep;UK;KFC_UK_01;74330;2442;13280
2018;Aug;UK;KFC_UK_01;87349;2541;18742
2020;Feb;USA;KFC_US_01;142626;4685;20816
2023;Feb;Australia;KFC_AU_01;134169;3317;18074
2023;Feb;Canada;KFC_CA_02;153091;3373;11425
2019;Sep;Canada;KFC_CA_02;212892;5251;18605
2021;Jul;Australia;KFC_AU_02;125611;3060;6271
2021;Jun;India;KFC_IN_02;149097;3187;15243
2024;Jul;Australia;KFC_AU_01;97654;2971;8524
2023;Nov;UK;KFC_UK_01;150327;3604;16979
2024;Dec;Australia;KFC_AU_01;174616;5634;16864
2023;Jun;Australia;KFC_AU_02;70834;1812;23722
2020;Jul;UK;KFC_UK_02;143736;3926;18104
2022;Jul;UK;KFC_UK_01;117386;3585;17006
2023;Aug;India;KFC_IN_02;85391;2499;17918
2022;May;Canada;KFC_CA_01;223306;5327;20880
2022;Aug;Australia;KFC_AU_02;83213;1730;19203
2019;Feb;India;KFC_IN_02;119614;2290;16564
2023;Jul;Canada;KFC_CA_01;132723;2400;27123
2020;Feb;UK;KFC_UK_02;101046;2399;21879
2022;Nov;Canada;KFC_CA_01;143779;2876;22987
2020;Aug;UK;KFC_UK_01;182988;5820;14208
2024;Jul;India;KFC_IN_04;266070;5439;26754
2024;Mar;Australia;KFC_AU_02;173989;3476;21045
2022;Oct;Canada;KFC_CA_02;147342;4766;13894
2021;Jan;Canada;KFC_CA_01;125057;3091;7599
2020;Oct;Australia;KFC_AU_01;160666;5842;14616
2023;Dec;Australia;KFC_AU_01;176231;3265;29306
2022;Jan;USA;KFC_US_03;124195;2410;22975
2020;Nov;Australia;KFC_AU_02;157890;3771;22134
2022;Jan;India;KFC_IN_02;74479;1835;28604
2020;May;UK;KFC_UK_02;98226;2708;8862
2020;Oct;Australia;KFC_AU_02;223979;5087;25586
2019;Jul;Canada;KFC_CA_01;187090;5364;26170
2022;Nov;Canada;KFC_CA_02;195129;4928;12793
2023;Jul;USA;KFC_US_03;81194;1669;17772
2021;Jul;India;KFC_IN_03;232219;5652;17443
2018;Feb;USA;KFC_US_03;89133;2666;9153
2019;Aug;UK;KFC_UK_02;89922;2541;11151
2018;Jul;UK;KFC_UK_02;83552;2537;7442
2023;Dec;Canada;KFC_CA_02;103489;3043;9156
2019;Jan;UK;KFC_UK_02;165995;5140;6655
2021;Jan;Australia;KFC_AU_01;86787;2205;25047
2020;May;UK;KFC_UK_01;135574;4002;27520
2020;Sep;USA;KFC_US_03;137477;3428;7213
2018;Jun;USA;KFC_US_03;163432;5551;19106
2018;May;Canada;KFC_CA_02;178669;5823;15625
2022;Apr;UK;KFC_UK_02;107746;2666;6438
2023;May;Australia;KFC_AU_02;214565;5033;28344
2019;Jan;Australia;KFC_AU_02;176419;3369;24814
2018;Apr;Australia;KFC_AU_02;166354;3660;19954
2020;Jun;UK;KFC_UK_02;166959;4896;20079
